k,n_pairs,exact_artifact,proxy_artifact,exact_idlekv,exact_idlekv_lo,exact_idlekv_hi,proxy_idlekv,proxy_idlekv_lo,proxy_idlekv_hi,exact_b_match,exact_b_match_lo,exact_b_match_hi,proxy_b_match,proxy_b_match_lo,proxy_b_match_hi,exact_lift,exact_lift_lo,exact_lift_hi,proxy_lift,proxy_lift_lo,proxy_lift_hi,retained_lift,retained_lift_lo,retained_lift_hi,proxy_minus_exact,proxy_minus_exact_lo,proxy_minus_exact_hi
48,300,phases/phase6_repair/results/full/clean_suite_b16384_r128_qexact_q_ogold_spans_n100_k8-16-24-32-48-64-80-96-128_ca-b-bmatch-idlekv-randomk-oldestk-oraclek.json,phases/phase6_repair/results/full/clean_suite_b16384_r128_ogold_spans_n100_k48-96_ca-b-bmatch-idlekv.json,0.535,0.49166666666666664,0.5766666666666667,0.9216666666666666,0.9,0.9416666666666667,0.24333333333333335,0.20995833333333333,0.275,0.24333333333333335,0.20995833333333333,0.275,0.2916666666666667,0.25666666666666665,0.3283333333333333,0.6783333333333333,0.6416666666666667,0.7166666666666667,2.3257142857142856,2.0861471060888204,2.6181960227272723,0.38666666666666666,0.3416666666666667,0.43166666666666664
96,300,phases/phase6_repair/results/full/clean_suite_b16384_r128_qexact_q_ogold_spans_n100_k8-16-24-32-48-64-80-96-128_ca-b-bmatch-idlekv-randomk-oldestk-oraclek.json,phases/phase6_repair/results/full/clean_suite_b16384_r128_ogold_spans_n100_k48-96_ca-b-bmatch-idlekv.json,0.91,0.8866666666666667,0.9316666666666666,0.97,0.955,0.9833333333333333,0.245,0.21,0.27666666666666667,0.245,0.21,0.27666666666666667,0.665,0.6282916666666667,0.7016666666666667,0.725,0.6916666666666667,0.7616666666666667,1.0902255639097744,1.050886436552716,1.1359005037783374,0.06,0.034958333333333334,0.0867083333333333
