k,n_pairs,exact_artifact,proxy_artifact,exact_idlekv,exact_idlekv_lo,exact_idlekv_hi,proxy_idlekv,proxy_idlekv_lo,proxy_idlekv_hi,exact_b_match,exact_b_match_lo,exact_b_match_hi,proxy_b_match,proxy_b_match_lo,proxy_b_match_hi,exact_lift,exact_lift_lo,exact_lift_hi,proxy_lift,proxy_lift_lo,proxy_lift_hi,retained_lift,retained_lift_lo,retained_lift_hi,proxy_minus_exact,proxy_minus_exact_lo,proxy_minus_exact_hi
48,400,phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_n100_k8-16-24-32-48-64-80-96-128_ca-b-bmatch-idlekv-randomk-oldestk-oraclek.json,/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_ogold_spans_n100_k48-96_ca-b-bmatch-idlekv.json,0.6525000725,0.62750006,0.6791667353124999,0.8441668,0.8258334874375,0.8600209655,0.4150000025,0.3908333495,0.4375208709375,0.4150000025,0.3908333495,0.4375208709375,0.23750007,0.215000056875,0.26166672037499994,0.4291667975,0.4033126249375,0.4575001275625,1.807017562142192,1.649504893779557,1.9769229504704628,0.1916667275,0.16416671725,0.2191875705625
96,400,phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_n100_k8-16-24-32-48-64-80-96-128_ca-b-bmatch-idlekv-randomk-oldestk-oraclek.json,/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_ogold_spans_n100_k48-96_ca-b-bmatch-idlekv.json,0.9891666775,0.9833333500000001,0.995000005,0.894166755,0.877500107375,0.9100000825,0.42166666999999997,0.3966666690625,0.446666662625,0.42166666999999997,0.3966666690625,0.446666662625,0.5675000075,0.5424999774375,0.5925208698125,0.472500085,0.4441459045,0.5000000655624999,0.8325992577189526,0.8033952294212512,0.8629429845567471,-0.0949999225,-0.111666587625,-0.07749993499999999
