candidate_tokens,k,query_len,chunk_tokens,candidate_chunks,source_pool_chunks,host_pool_tokens,host_pool_coverage,trials,device,dtype,n_layers,n_query_heads,n_kv_heads,head_dim,key_bytes_per_token,streamed_key_bytes,offloaded_kv_bytes,selected_kv_bytes,pin_memory_requested,pin_memory_effective,p50_scan_ms,p95_scan_ms,p99_scan_ms,p50_topk_ms,p95_topk_ms,p99_topk_ms,p50_total_ms,p95_total_ms,p99_total_ms,mean_total_ms
524288,96,16,16384,32,32,524288,1.0,80,cuda,bfloat16,28,28,4,128,28672,15032385536,30064771072,5505024,True,True,399.5147324167192,399.6392520377413,399.68214174266905,0.1596729271113872,0.1734114601276815,0.194502172525972,399.671619059518,399.8007028363645,399.8243644321337,399.6776378684445
524288,512,16,16384,32,32,524288,1.0,80,cuda,bfloat16,28,28,4,128,28672,15032385536,30064771072,29360128,True,True,399.5147324167192,399.6392520377413,399.68214174266905,0.1189725007861852,0.1263433485291898,0.1306897425092756,399.6358758304268,399.7585705015808,399.7981741162948,399.63887780031655
524288,1024,16,16384,32,32,524288,1.0,80,cuda,bfloat16,28,28,4,128,28672,15032385536,30064771072,58720256,True,True,399.5147324167192,399.6392520377413,399.68214174266905,0.1152580371126532,0.1220156089402735,0.1257526129484176,399.6313309762627,399.7536482173018,399.7975445142947,399.6346380881732
524288,5000,16,16384,32,32,524288,1.0,80,cuda,bfloat16,28,28,4,128,28672,15032385536,30064771072,286720000,True,True,399.5147324167192,399.6392520377413,399.68214174266905,0.1148335868492722,0.1221494749188423,0.1276430813595652,399.6311333030462,399.7528899344616,399.7980492678471,399.63501779711805
1048576,96,16,16384,64,64,1048576,1.0,80,cuda,bfloat16,28,28,4,128,28672,30064771072,60129542144,5505024,True,True,798.4321439871565,798.6702698515728,798.7006886280142,0.1904824748635292,0.2003649133257568,0.2042852505110204,798.6116339452565,798.8617852795869,798.8804771238938,798.601932823658
1048576,512,16,16384,64,64,1048576,1.0,80,cuda,bfloat16,28,28,4,128,28672,30064771072,60129542144,29360128,True,True,798.4321439871565,798.6702698515728,798.7006886280142,0.1524845138192176,0.1562038902193308,0.163241671398282,798.5819880850613,798.8244759966619,798.8526629144326,798.567152681062
1048576,1024,16,16384,64,64,1048576,1.0,80,cuda,bfloat16,28,28,4,128,28672,30064771072,60129542144,58720256,True,True,798.4321439871565,798.6702698515728,798.7006886280142,0.1486989203840494,0.1514129107818007,0.1569381356239318,798.5787685029209,798.8158852676861,798.8505453942344,798.562755328021
1048576,5000,16,16384,64,64,1048576,1.0,80,cuda,bfloat16,28,28,4,128,28672,30064771072,60129542144,286720000,True,True,798.4321439871565,798.6702698515728,798.7006886280142,0.1472975127398967,0.1512627932243049,0.1525361533276736,798.5801004106179,798.8184660091065,798.8489576731808,798.5620215622475
32768,96,64,16384,2,2,32768,1.0,80,cuda,bfloat16,28,28,4,128,28672,939524096,1879048192,5505024,True,True,36.9359920732677,36.98884908808395,37.0124243455939,0.1403124770149588,0.1643815427087247,0.1666444167494774,37.08361147437245,37.13041244773194,37.15749362949282,37.0831296488177
32768,512,64,16384,2,2,32768,1.0,80,cuda,bfloat16,28,28,4,128,28672,939524096,1879048192,29360128,True,True,36.9359920732677,36.98884908808395,37.0124243455939,0.086794956587255,0.0998544972389936,0.106034455820918,37.024420336820185,37.07416140241549,37.097220700234175,37.02945550321601
