artifact,task,stage,query_scoring_mode,oracle_mode,wrong_query_mode,wrong_query_donor_offset,base_context_budget,recency_window,num_samples,dataset_seed_offset,k,condition_a,condition_b,b_match,idlekv,idlekv_coverage,idlekv_mmr,gold_k,idlekv_lift,idlekv_coverage_lift,idlekv_mmr_lift,coverage_minus_idlekv,mmr_minus_idlekv,gold_headroom,gold_normalized_recovery,conditions,p50_total_ms,p95_total_ms,p99_total_ms,p50_query_ms,p50_score_ms,p50_select_ms,p50_transfer_ms,p50_inject_ms
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/clean_suite_b16384_r128_qexact_q_ogold_spans_n24_k24-48-96_ca-b-bmatch-idlekv-idlekvcoverage-idlekvmmr-oraclek.json,clean_suite,full,exact_q,gold_spans,phantom_key,100000,16384,128,24,0,24,1.0,0.208333,0.215278,0.298611,0.798611,0.291667,0.826389,0.08333300000000002,0.583333,0.07638900000000001,0.49999999999999994,-0.006944000000000006,0.5277780000000001,0.13636311570238469,A B B_match IdleKV IdleKV-Coverage IdleKV-MMR Oracle-K,6772.911260999999,6859.01354265,6881.358330250001,73.4345,6682.1025,13.459,0.5596365000000001,3.8710364999999998
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/clean_suite_b16384_r128_qexact_q_ogold_spans_n24_k24-48-96_ca-b-bmatch-idlekv-idlekvcoverage-idlekvmmr-oraclek.json,clean_suite,full,exact_q,gold_spans,phantom_key,100000,16384,128,24,0,48,1.0,0.208333,0.215278,0.541667,0.972222,0.458333,1.0,0.32638900000000004,0.7569440000000001,0.243055,0.430555,-0.08333400000000002,0.458333,0.41592946291807803,A B B_match IdleKV IdleKV-Coverage IdleKV-MMR Oracle-K,6769.8029915,6855.3612153,6879.464348899999,73.4345,6682.1025,9.928,0.7779635,3.8668925
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/clean_suite_b16384_r128_qexact_q_ogold_spans_n24_k24-48-96_ca-b-bmatch-idlekv-idlekvcoverage-idlekvmmr-oraclek.json,clean_suite,full,exact_q,gold_spans,phantom_key,100000,16384,128,24,0,96,1.0,0.208333,0.208333,0.909722,1.0,0.944444,1.0,0.701389,0.791667,0.736111,0.09027799999999997,0.03472199999999992,0.09027799999999997,0.8859646795938192,A B B_match IdleKV IdleKV-Coverage IdleKV-MMR Oracle-K,6770.190377500001,6855.53516635,6879.553728100001,73.4345,6682.1025,9.943,0.8889575000000001,3.9478720000000003
