artifact,task,stage,query_scoring_mode,oracle_mode,wrong_query_mode,wrong_query_donor_offset,base_context_budget,recency_window,num_samples,dataset_seed_offset,k,condition_a,condition_b,b_match,idlekv,idlekv_coverage,gold_k,idlekv_lift,idlekv_coverage_lift,coverage_minus_idlekv,gold_headroom,gold_normalized_recovery,conditions,p50_total_ms,p95_total_ms,p99_total_ms,p50_query_ms,p50_score_ms,p50_select_ms,p50_transfer_ms,p50_inject_ms
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_n24_k48-96_ca-b-bmatch-idlekv-idlekvcoverage-oraclek.json,mq_niah_6q_clean_suite,full,exact_q,gold_spans,phantom_key,100000,18432,128,24,0,48,0.989583,0.427083,0.434028,0.666667,0.972222,1.0,0.23263899999999998,0.5381940000000001,0.305555,0.333333,0.41104330249552984,A B B_match IdleKV IdleKV-Coverage Oracle-K,6611.5737595,6868.1240987500005,7165.519455899998,79.6605,6514.8585,11.553,0.7733465,4.198121
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_n24_k48-96_ca-b-bmatch-idlekv-idlekvcoverage-oraclek.json,mq_niah_6q_clean_suite,full,exact_q,gold_spans,phantom_key,100000,18432,128,24,0,96,0.989583,0.427083,0.434028,0.986111,0.986111,1.0,0.5520829999999999,0.5520829999999999,0.0,0.01388900000000004,0.9754599167449979,A B B_match IdleKV IdleKV-Coverage Oracle-K,6609.4835425,6865.82273375,7163.540276849998,79.6605,6514.8585,8.808499999999999,0.891228,4.239883
