k,n,condition_b_overlap,b_match_overlap,idlekv_overlap,wrong_q_k_overlap,stale_q_k_overlap,contrastive_q_k_overlap,random_k_overlap,oldest_k_overlap,oracle_k_overlap
8,120,0.5543478333333333,0.554619575,0.5543478333333333,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5545289916666667,0.5543478333333333,0.5594202833333333
16,120,0.5543478333333333,0.5550724666666667,0.569021725,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5544384166666667,0.5543478333333333,0.6391304166666667
24,120,0.5543478333333333,0.5553442166666667,0.5949275416666667,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5548007333333334,0.5543478333333333,0.7173912666666666
32,120,0.5543478333333333,0.5556159666666667,0.6060688416666667,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5543478333333333,0.5543478333333333,0.7616847416666667
48,120,0.5543478333333333,0.5560688666666667,0.6471014749999999,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5544384083333332,0.5543478333333333,0.8733695166666667
64,120,0.5543478333333333,0.55661235,0.7025362166666667,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5555253666666666,0.5543478333333333,0.907699225
80,120,0.5543478333333333,0.5569746666666667,0.7673913083333334,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5567934999999999,0.5543478333333333,0.907699225
96,120,0.5543478333333333,0.5574275583333334,0.8207427583333333,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5620471166666667,0.5543478333333333,0.907699225
128,120,0.5543478333333333,0.5582427833333333,0.859963775,0.5543478260869565,0.5543478260869565,0.5543478260869565,0.5582427666666666,0.5543478333333333,0.907699225
