artifact,task,stage,query_scoring_mode,oracle_mode,wrong_query_mode,wrong_query_donor_offset,base_context_budget,recency_window,num_samples,dataset_seed_offset,k,condition_a,condition_b,b_match,idlekv,random_k,oldest_k,gold_k,idlekv_lift,gold_headroom,gold_normalized_recovery,conditions,p50_total_ms,p95_total_ms,p99_total_ms,p50_query_ms,p50_score_ms,p50_select_ms,p50_transfer_ms,p50_inject_ms
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_mllama318binstruct_n12_k64-96-128_ca-b-bmatch-randomk-oldestk-idlekv-oraclek.json,mq_niah_6q_clean_suite,full,exact_q,gold_spans,phantom_key,100000,18432,128,12,0,64,1.0,0.458333,0.472222,1.0,0.465278,0.451389,1.0,0.5277780000000001,0.0,1.0,A B B_match Random-K Oldest-K IdleKV Oracle-K,9755.1666705,10682.351196650001,11160.17872609,97.3535,9636.302,11.552,1.298214,8.0124665
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_mllama318binstruct_n12_k64-96-128_ca-b-bmatch-randomk-oldestk-idlekv-oraclek.json,mq_niah_6q_clean_suite,full,exact_q,gold_spans,phantom_key,100000,18432,128,12,0,96,1.0,0.458333,0.472222,1.0,0.458333,0.451389,1.0,0.5277780000000001,0.0,1.0,A B B_match Random-K Oldest-K IdleKV Oracle-K,9753.5635865,10680.79724195,11158.60245459,97.3535,9636.302,9.805,1.5258495,8.0302185
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_qexact_q_ogold_spans_mllama318binstruct_n12_k64-96-128_ca-b-bmatch-randomk-oldestk-idlekv-oraclek.json,mq_niah_6q_clean_suite,full,exact_q,gold_spans,phantom_key,100000,18432,128,12,0,128,1.0,0.458333,0.472222,1.0,0.458333,0.458333,1.0,0.5277780000000001,0.0,1.0,A B B_match Random-K Oldest-K IdleKV Oracle-K,9753.6515045,10680.79443485,11158.68846211,97.3535,9636.302,9.7585,1.8197245,8.059195500000001
