artifact,task,stage,query_scoring_mode,oracle_mode,wrong_query_mode,wrong_query_donor_offset,base_context_budget,recency_window,num_samples,dataset_seed_offset,k,condition_a,condition_b,b_match,idlekv,idlekv_lift,conditions,p50_total_ms,p95_total_ms,p99_total_ms,p50_query_ms,p50_score_ms,p50_select_ms,p50_transfer_ms,p50_inject_ms
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_ogold_spans_n100_k48-96_ca-b-bmatch-idlekv.json,mq_niah_6q_clean_suite,full,proxy,gold_spans,phantom_key,100000,18432,128,100,0,48,0.99,0.413333,0.415,0.844167,0.429167,A B B_match IdleKV,710.6950455,888.3988010999999,960.47709331,174.5965,537.4594999999999,11.714500000000001,0.8091524999999999,4.2285425
/home/ubuntu/IdleKV/phases/phase6_repair/results/full/mq_niah_6q_clean_suite_b18432_r128_ogold_spans_n100_k48-96_ca-b-bmatch-idlekv.json,mq_niah_6q_clean_suite,full,proxy,gold_spans,phantom_key,100000,18432,128,100,0,96,0.99,0.413333,0.421667,0.894167,0.47250000000000003,A B B_match IdleKV,709.151224,886.76114295,958.9283426399999,174.5965,537.4594999999999,9.924000000000001,0.9661405000000001,4.2139679999999995
